publishedsince_days,brand,model,Price,year,KMs,Engine,Gear,Color,warranty_months,type of ad,rechargeable,battery_capacity_km,engine_power_kW,battery_volts_V,battery_intensity_A
33,FORD,     FIESTA 6,15610,2020,28581,Petrol,mechanic,blanc,12,Professional,,,,,
17,VOLVO,     V40 (2E GENERATION) CROSS COUNTRY,15600,2016,129470,Diesel,mechanic,blancmetal,6,Professional,,,88.0,,
30,VOLKSWAGEN,     COCCINELLE,15580,2013,124412,Petrol,mechanic,noir,3,Professional,,,,,
32,RENAULT,     TWINGO 3,15580,2022,6037,Petrol,mechanic,blancmetal,18,Professional,,,48.0,,
19,RENAULT,     CAPTUR,15580,2018,41874,Petrol,mechanic,bleumetal,12,Professional,,,66.0,,
60,OPEL,     INSIGNIA SPORTS TOURER,15580,2016,71569,Diesel,mechanic,noir,12,Professional,,,,,
10,MAZDA,     CX-5,15480,2014,184140,Diesel,mechanic,blanc,3,Professional,,,,,
60,RENAULT,     SCENIC 4,15420,2019,116555,Diesel,automatic,blanc,12,Professional,,,,,
25,OPEL,     MOKKA X,15380,2018,101387,Diesel,mechanic,blanc,0,Professional,,,,,
60,CITROEN,     C3 (3E GENERATION),15380,2020,46570,Petrol,mechanic,vertclair,12,Professional,,,,,
60,RENAULT,     CAPTUR,15380,2020,60458,Diesel,automatic,bleu,12,Professional,,,,,
60,BMW,     SERIE 3 E92 COUPE,15380,2008,83114,Petrol,mechanic,gris,6,Professional,,,,,
10,FIAT,     TIPO 2 SW,15360,2018,57719,Diesel,mechanic,bleumã©diterranã©e,12,Professional,,,,,
13,CITROEN,     C3 (3E GENERATION),15360,2020,49047,Petrol,mechanic,.,12,Professional,,,,,
8,MERCEDES,     CLASSE R,15350,2008,137376,Diesel,automatic,noir,6,Professional,,,,,
60,OPEL,     ASTRA 5,15350,2019,87052,Diesel,mechanic,argent,0,Professional,,,,,
16,CITROEN,     C4 CACTUS,15320,2018,31511,Diesel,mechanic,blanc,12,Professional,,,,,
4,OPEL,     CORSA 6,15310,2020,40226,Petrol,mechanic,rougepiment,12,Professional,,,,,
17,CITROEN,     C3 (3E GENERATION),15270,2018,78199,Diesel,mechanic,gris,12,Professional,,,,,
60,RENAULT,     ZOE,15250,2019,20870,Electric,automatic,violetblueberry,12,Professional,yes,367.0,,400.0,
60,MINI,      2 COUPE,15250,2013,104892,Petrol,mechanic,rougemetal,6,Professional,,,135.0,,
60,PEUGEOT,     5008,15240,2016,107885,Diesel,mechanic,blancbanquise,8,Professional,,,,,
4,FIAT,     500 (2E GENERATION),15240,2021,11,Petrol,mechanic,blanc,0,Professional,,,,,
60,CITROEN,     C3 (3E GENERATION),15230,2019,60915,Diesel,mechanic,blanc,12,Professional,,,,,
19,DS,      4,15210,2017,116792,Diesel,automatic,blanc,3,Professional,,,,,
12,FIAT,     500 X,15210,2018,71162,Diesel,mechanic,noir,6,Professional,,,,,
31,PEUGEOT,     2008,15210,2019,100969,Diesel,mechanic,gris,6,Professional,,,,,
18,RENAULT,     CLIO 5,15200,2020,59335,Diesel,mechanic,grisclair,6,Professional,,,,,
42,MAZDA,     6 (3E GENERATION) WAGON,15100,2015,107946,Diesel,automatic,soulred,8,Professional,,,,,
60,VOLKSWAGEN,     POLO 6,15100,2019,89835,Diesel,mechanic,blanc,6,Professional,,,,,
23,RENAULT,     CLIO 4,15100,2021,18144,Petrol,mechanic,rouge,0,Professional,,,,,
11,AUDI,     A1 SPORTBACK,15080,2015,120092,Diesel,mechanic,noir,0,Professional,,,,,
5,SEAT,     IBIZA 5,15060,2019,72384,Petrol,mechanic,grisc,6,Professional,,,,,
52,PEUGEOT,     308 (2E GENERATION),15060,2017,113533,Diesel,mechanic,gris,3,Professional,,,,,
59,KIA,     RIO 3,15030,2019,63769,Diesel,mechanic,argent,38,Professional,,,,,
3,FIAT,     500 (2E GENERATION),15030,2020,50277,Petrol,automatic,gris,0,Professional,,,,,
5,PEUGEOT,     PARTNER 2 TEPEE,15000,2017,105878,Diesel,mechanic,marron,6,Professional,,,,,
60,CITROEN,     C3 (3E GENERATION),15000,2020,42958,Diesel,mechanic,grisplatinium,12,Professional,,,,,
19,PORSCHE,     911 TYPE 991 TURBO,149830,2014,61094,Petrol,automatic,blancmetal,6,Professional,,,412.0,,
60,PORSCHE,     911 TYPE 991 CABRIOLET,149220,2019,37932,Petrol,automatic,grisfoncã©metal,12,Professional,,,331.0,,
26,PORSCHE,     MACAN,148780,2020,7564,Petrol,automatic,vertmetal,6,Professional,,,324.0,,
60,PORSCHE,     911 TYPE 991 CABRIOLET TURBO,148390,2015,48994,Petrol,automatic,noir,6,Professional,,,,,
60,PORSCHE,     CAYENNE 3 COUPE,146980,2022,7915,Petrol-electric hybrid,automatic,grisfoncã©metal,24,Professional,yes,36.0,340.0,382.0,
60,DODGE,     RAM,146890,2022,21,Petrol,automatic,grisverni,24,Professional,,,295.0,,
7,MERCEDES-AMG,     GT,144870,2020,70406,Petrol,automatic,gris,12,Professional,,,,,
44,PEUGEOT,     208,14980,2017,52639,Diesel,mechanic,blanc,6,Professional,,,,,
60,AUDI,     A1,14980,2013,116981,Diesel,mechanic,grisclair,12,Professional,,,,,
45,CITROEN,     C3 (3E GENERATION),14960,2019,27376,Petrol,mechanic,blancopaque(vernisansreflet),12,Professional,,,60.0,,
11,VOLKSWAGEN,     TIGUAN,14930,2014,132354,Petrol,mechanic,grisfonce,3,Professional,,,,,
60,CITROEN,     C3 (3E GENERATION),14930,2021,11435,Petrol,mechanic,blancbanqui,12,Professional,,,,,
60,MAZDA,     MX5 (3E GENERATION),14890,2007,105818,Petrol,mechanic,grismetal,6,Professional,,,118.0,,
60,CITROEN,     C1 (2E GENERATION),14870,2019,10243,Petrol,mechanic,blancbanquise,12,Professional,,,,,
18,PEUGEOT,     208 (2E GENERATION),14870,2021,70268,Diesel,mechanic,blancbanquise,12,Professional,,,,,
10,CITROEN,     C4 CACTUS,14860,2019,126172,Diesel,mechanic,grisplatinium,6,Professional,,,,,
9,RENAULT,     TWINGO 3,14860,2020,26789,Petrol,mechanic,noir,12,Professional,,,,,
44,CITROEN,     C3 (3E GENERATION),14850,2020,23022,Petrol,mechanic,blancbanquise-noironyx,12,Professional,,,,,
38,TOYOTA,     AYGO 2,14850,2022,14652,Petrol,mechanic,noirmã©tallisã©,36,Professional,,,,,
60,RENAULT,     MEGANE 4,14850,2018,77701,Diesel,mechanic,blanc,12,Professional,,,,,
24,VOLKSWAGEN,     POLO 5,14830,2017,58278,Petrol,mechanic,blanc,6,Professional,,,,,
0,DS,      3,14820,2017,76540,Diesel,mechanic,gris,12,Professional,,,73.0,,
9,VOLKSWAGEN,     COCCINELLE,14820,2014,130198,Petrol,automatic,noir,3,Professional,,,,,
4,CITROEN,     C3 (3E GENERATION),14820,2020,20670,Petrol,mechanic,blancbanquise,12,Professional,,,,,
52,CITROEN,     C3 AIRCROSS,14800,2018,113460,Diesel,mechanic,blanc,8,Professional,,,,,
18,FIAT,     500 (2E GENERATION),14800,2018,22659,Petrol,automatic,grisclair,12,Professional,,,,,
9,PEUGEOT,     108,14750,2022,15495,Petrol,mechanic,grisgallium,12,Professional,,,,,
60,SEAT,     IBIZA 5,14730,2020,35670,Petrol,mechanic,gris,0,Professional,,,,,
60,PEUGEOT,     3008 (2E GENERATION),14700,2017,118616,Diesel,mechanic,grisclair,12,Professional,,,,,
26,RENAULT,     CLIO 4 ESTATE,14680,2021,34650,Petrol,mechanic,gristitanium,0,Professional,,,,,
10,RENAULT,     MEGANE 4,14680,2019,63879,Petrol,mechanic,grisplatine,12,Professional,,,,,
60,KIA,     CEE D 2,14680,2018,96717,Diesel,automatic,blanc,3,Professional,,,,,
52,FORD,     FIESTA 6,14670,2020,20267,Petrol,mechanic,blancgla,12,Professional,,,,,
20,FIAT,     500 (2E GENERATION),14670,2020,23728,Petrol,mechanic,noir,12,Professional,,,,,
60,PEUGEOT,     2008,14670,2019,40997,Petrol,mechanic,rougeultimate,12,Professional,,,,,
12,OPEL,     CROSSLAND X,14670,2018,75405,Diesel,mechanic,grisminã©ral,12,Professional,,,,,
35,BMW,     SERIE 1 E88 CABRIOLET,14670,2011,116459,Diesel,mechanic,grisfoncã©metal,6,Professional,,,130.0,,
19,PEUGEOT,     PARTNER 2 FOURGON,14630,2016,130831,Diesel,mechanic,blanc,6,Professional,,,,,
54,RENAULT,     MEGANE 4 SOCIETE,14620,2017,50210,Diesel,mechanic,blanc,3,Professional,,,66.0,,
36,PEUGEOT,     208,14610,2018,31193,Petrol,mechanic,noirperlanera,12,Professional,,,,,
19,OPEL,     CROSSLAND X,14610,2018,30732,Petrol,mechanic,blanc,12,Professional,,,,,
26,RENAULT,     MEGANE 4,14560,2017,68256,Diesel,mechanic,rouge,6,Professional,,,,,
39,PEUGEOT,     208,14540,2019,26875,Petrol,mechanic,blanc,12,Professional,,,,,
60,SEAT,     ATECA,14540,2017,173826,Diesel,mechanic,grismetal,6,Professional,,,85.0,,
2,PEUGEOT,     208,14540,2020,29600,Petrol,mechanic,rougeelixir,12,Professional,,,,,
57,RENAULT,     CLIO 4,14500,2019,45988,Diesel,mechanic,blanc,12,Professional,,,,,
57,RENAULT,     CLIO 4,14500,2019,43581,Diesel,mechanic,blanc,12,Professional,,,,,
60,OPEL,     MERIVA 2,14500,2017,99397,Diesel,mechanic,gris,12,Professional,,,,,
37,PEUGEOT,     208,14500,2017,105934,Petrol,automatic,gris,0,Professional,,,,,
5,CITROEN,     C3 (3E GENERATION),14480,2020,73568,Diesel,mechanic,blancbanqui,12,Professional,,,,,
18,PEUGEOT,     208,14480,2017,50885,Diesel,mechanic,blanc,6,Professional,,,,,
51,PEUGEOT,     308 (2E GENERATION),14380,2017,129402,Diesel,mechanic,grisartense,6,Professional,,,,,
18,OPEL,     CORSA 5,14370,2019,25029,Petrol,mechanic,noir,12,Professional,,,,,
11,PEUGEOT,     108,14360,2021,17054,Petrol,mechanic,noir,12,Professional,,,,,
22,FIAT,     500 (2E GENERATION),14360,2021,13458,Petrol,mechanic,epicblue,12,Professional,,,,,
55,AUDI,     A1,14360,2018,89700,Petrol,mechanic,blanc,12,Professional,,,,,
48,CITROEN,     C4 PICASSO 2,14310,2016,129901,Diesel,mechanic,bleuteles,8,Professional,,,,,
35,VOLKSWAGEN,     COCCINELLE,14310,2015,72150,Petrol,mechanic,noirmetal,6,Professional,,,77.0,,
38,CITROEN,     C3 (3E GENERATION),14290,2019,14628,Petrol,mechanic,blanc,12,Professional,,,,,
28,DS,      3,14290,2017,63469,Petrol,mechanic,blanc,12,Professional,,,96.0,,
6,OPEL,     CORSA 6,14280,2021,3575,Petrol,mechanic,blanc,24,Professional,,,,,
30,FIAT,     TIPO 2 SW,14280,2020,40421,Diesel,mechanic,grisclair,12,Professional,,,,,
10,PEUGEOT,     2008,14280,2020,45262,Petrol,mechanic,grisartense,12,Professional,,,,,
60,MINI,      3 5P,14280,2017,60206,Petrol,mechanic,noir,0,Professional,,,,,
39,VOLKSWAGEN,     POLO 6,14260,2020,42126,Petrol,mechanic,rougemetal,6,Professional,,,59.0,,
60,PEUGEOT,     108,14250,2022,5833,Petrol,mechanic,rougescarletplatestand,12,Professional,,,,,
17,RENAULT,     CAPTUR,14250,2018,104741,Diesel,mechanic,gris,12,Professional,,,,,
60,RENAULT,     KANGOO 2 EXPRESS,14230,2021,8903,Diesel,mechanic,blancopaque(vernisansreflet),12,Professional,,,59.0,,
60,VOLKSWAGEN,     GOLF 6 CABRIOLET,14230,2013,117153,Diesel,mechanic,grisclair,12,Professional,,,,,
24,CITROEN,     C4 CACTUS,14220,2020,58040,Diesel,mechanic,bleu,12,Professional,,,,,
60,PEUGEOT,     108,14190,2022,4338,Petrol,mechanic,smoothgreen(m),12,Professional,,,,,
6,MAZDA,     CX-3,14140,2017,150208,Diesel,mechanic,gris,12,Professional,,,,,
27,RENAULT,     CAPTUR,14140,2016,106278,Petrol,automatic,rouge,6,Professional,,,,,
14,RENAULT,     ZOE,14130,2020,23209,Electric,automatic,blanc,12,Professional,yes,,,400.0,
20,FIAT,     500 (2E GENERATION),14130,2019,32695,Petrol,mechanic,noir,12,Professional,,,,,
38,NISSAN,     JUKE,14080,2019,65749,Diesel,mechanic,blanc,12,Professional,,,,,
44,PEUGEOT,     108,14020,2021,4409,Petrol,mechanic,greenfizz,12,Professional,,,,,
3,MINI,     COUNTRYMAN,14020,2014,153396,Diesel,automatic,noir,0,Professional,,,,,
22,FIAT,     TIPO 2,14010,2018,78390,Petrol,mechanic,noir,0,Professional,,,,,
60,PEUGEOT,     308 (2E GENERATION) SW,14010,2017,125738,Diesel,mechanic,gris,12,Professional,,,,,
6,TOYOTA,     AYGO 2,14000,2021,4434,Petrol,mechanic,rouge,17,Professional,,,,,
60,PORSCHE,     911 TYPE 930,137780,1990,130663,Petrol,mechanic,vertfoncã©metal,6,Professional,,,,,
60,PORSCHE,     911 TYPE 992,137040,2020,67500,Petrol,automatic,noirmat,6,Professional,,,331.0,,
35,LAND ROVER,     RANGE ROVER SPORT 2,136680,2021,8245,Petrol-electric hybrid,automatic,bleumarinemetal,24,Professional,yes,,297.0,389.0,33.7
26,LAND ROVER,     DEFENDER 4,136480,2022,16,Petrol-electric hybrid,automatic,noirmetal,36,Professional,yes,,297.0,48.0,
60,PORSCHE,     CAYENNE 3 COUPE,135870,2021,5726,Petrol-electric hybrid,automatic,clairmetal,6,Professional,yes,43.0,340.0,382.0,
60,MERCEDES-AMG,     GT ROADSTER,135300,2019,36297,Petrol,automatic,blanc,12,Professional,,,,,
60,PORSCHE,     TAYCAN,133730,2022,4398,Electric,automatic,noirmetal,20,Professional,yes,,390.0,800.0,
53,JAGUAR,     F-TYPE COUPE,133260,2020,20860,Petrol,automatic,yulongwhite,24,Professional,,,,,
32,AUDI,     Q8,130780,2021,6240,Petrol-electric hybrid,automatic,grismetal,51,Professional,yes,46.0,280.0,,
60,PORSCHE,     911 TYPE 991,130690,2018,89271,Petrol,automatic,noirverni,12,Professional,,,331.0,,
23,ALFA,     ROMEO SPIDER BASE BRERA,13920,2008,136782,Diesel,mechanic,gris,6,Professional,,,,,
24,PEUGEOT,     508,13910,2014,138921,Hybrid diesel-electric,automatic,noir,3,Professional,no,,,,
14,FORD,     FIESTA 6,13910,2020,23805,Petrol,mechanic,gris,12,Professional,,,,,
60,FIAT,     500 (2E GENERATION),13900,2020,25221,Petrol,mechanic,colorismã©talelectroclashgrey,12,Professional,,,,,
6,RENAULT,     CLIO 4,13900,2019,38448,Petrol,mechanic,gris,6,Professional,,,,,
8,RENAULT,     TRAFIC 2 MINIBUS,13890,2007,225334,Diesel,mechanic,grisf,6,Professional,,,,,
59,AUDI,     TT 2,13800,2009,134000,Petrol,mechanic,grismetal,6,Professional,,,147.0,,
14,PEUGEOT,     208,13790,2019,64531,Petrol,mechanic,blanc,12,Professional,,,,,
16,PEUGEOT,     308 (2E GENERATION),13790,2018,101953,Petrol,mechanic,grisclairmã©tal,6,Professional,,,,,
58,SEAT,     LEON 2,13780,2012,97684,Diesel,mechanic,noir,12,Professional,,,,,
60,PEUGEOT,     308 (2E GENERATION) SW,13760,2017,120901,Diesel,automatic,noir,12,Professional,,,,,
43,PEUGEOT,     108,13760,2020,14070,Petrol,mechanic,bleu,12,Professional,,,,,
4,FIAT,     500 JOLLY,13760,1972,1,Petrol,mechanic,noirmetal,12,Professional,,,,,
21,BMW,     X3 E83,13760,2008,109365,Diesel,mechanic,noirmetal,12,Professional,,,110.0,,
43,AUDI,     A4 (4E GENERATION) AVANT,13740,2010,105046,Diesel,mechanic,noirmetal,12,Professional,,,105.0,,
14,CITROEN,     C3 (3E GENERATION),13670,2019,31240,Petrol,mechanic,rougelucifertoitnoir,12,Professional,,,,,
28,RENAULT,     CLIO 4,13660,2017,76373,Diesel,mechanic,blanc,12,Professional,,,,,
13,MINI,      2 3P,13650,2014,111930,Diesel,mechanic,noir,6,Professional,,,,,
30,CITROEN,     C-ZERO,13630,2018,17351,Electric,automatic,blancantarctique,12,Professional,yes,150.0,,300.0,
60,PEUGEOT,     108,13620,2021,14508,Petrol,mechanic,vert,12,Professional,,,,,
18,VOLKSWAGEN,     TIGUAN,13620,2014,146107,Diesel,mechanic,blanc,0,Professional,,,,,
60,MERCEDES,     CLASSE R,13610,2008,167860,Diesel,automatic,noirmetal,6,Professional,,,165.0,,
33,FORD,     FIESTA 6,13610,2020,5208,Petrol,mechanic,blanc,12,Professional,,,,,
14,CITROEN,     C3 (3E GENERATION),13610,2019,62283,Petrol,mechanic,grisplatiniumtoitnoir,12,Professional,,,,,
33,MINI,     COUNTRYMAN,13530,2012,131828,Diesel,automatic,blanc,3,Professional,,,,,
60,VOLKSWAGEN,     GOLF 5 R32,13530,2006,221550,Petrol,automatic,noirmetal,3,Professional,,,184.0,,
12,PEUGEOT,     208,13510,2019,45043,Petrol,mechanic,gris,12,Professional,,,,,
46,KIA,     VENGA,13510,2019,36867,Petrol,mechanic,(kcs)sparklingsilver,12,Professional,,,,,
12,RENAULT,     CLIO 4,13480,2018,34554,Diesel,mechanic,gris,6,Professional,,,,,
60,TOYOTA,     AYGO 2,13480,2022,162,Petrol,mechanic,blanc,0,Professional,,,,,
20,MINI,     COUNTRYMAN,13450,2013,144780,Diesel,mechanic,jauneverni,6,Professional,,,105.0,,
6,SKODA,     FABIA 3,13440,2018,54185,Petrol,mechanic,blanc,12,Professional,,,,,
54,CITROEN,     C3 (3E GENERATION),13430,2019,27608,Petrol,mechanic,blanc,12,Professional,,,,,
13,CITROEN,     C4 (2E GENERATION),13400,2018,103221,Petrol,mechanic,grisplatinium(mã©tallisã©),12,Professional,,,,,
5,RENAULT,     CLIO 4,13360,2019,21434,Diesel,mechanic,blanc,6,Professional,,,,,
19,FIAT,     500 (2E GENERATION),13300,2021,13040,Petrol,mechanic,colorismã©talcrossoverblack,12,Professional,,,,,
15,FIAT,     500 (2E GENERATION),13300,2021,14389,Petrol,mechanic,noir,12,Professional,,,,,
0,VOLKSWAGEN,     POLO 5,13290,2015,128526,Diesel,mechanic,gris,12,Professional,,,,,
60,OPEL,     CROSSLAND X,13230,2019,29240,Petrol,mechanic,blanc,2,Professional,,,,,
16,RENAULT,     CAPTUR,13230,2018,81832,Diesel,mechanic,gris,6,Professional,,,,,
9,NISSAN,     PULSAR,13220,2018,46000,Petrol,mechanic,noirmã©tal,12,Professional,,,,,
37,CITROEN,     C3 (3E GENERATION),13210,2020,47093,Petrol,mechanic,blancbanquise,12,Professional,,,,,
4,DS,      3,13180,2018,115745,Diesel,mechanic,ewp/exyblcbanquise,12,Professional,,,73.0,,
27,RENAULT,     CLIO 4,13180,2019,66480,Petrol,mechanic,blanc,12,Professional,,,,,
39,FORD,     FIESTA 6,13180,2020,21540,Petrol,mechanic,blanc,12,Professional,,,,,
39,OPEL,     CORSA 5,13150,2020,12310,Petrol,mechanic,gris,12,Professional,,,,,
60,PEUGEOT,     2008,13110,2017,46785,Petrol,mechanic,blanc,6,Professional,,,,,
11,CITROEN,     C3 (2E GENERATION),13110,2017,91844,Petrol,mechanic,blanc,6,Professional,,,,,
18,MINI,      2 3P,13090,2013,101244,Diesel,automatic,grisclairmetal,6,Professional,,,82.0,,
60,PEUGEOT,     208,13090,2017,85988,Diesel,mechanic,grisfoncã©,8,Professional,,,,,
13,ALFA,     ROMEO SPIDER BASE BRERA,13090,2008,128599,Diesel,mechanic,gris,6,Professional,,,,,
4,DACIA,     SANDERO 2 STEPWAY,13070,2020,22490,Petrol,mechanic,bleu,0,Professional,,,,,
13,PEUGEOT,     2008,13060,2018,112597,Diesel,mechanic,gris,6,Professional,,,,,
9,VOLKSWAGEN,     GOLF PLUS,13060,2010,20558,Petrol,mechanic,grisc,3,Professional,,,,,
60,FORD,     FIESTA 6,13020,2019,93861,Diesel,mechanic,gris,12,Professional,,,,,
60,PORSCHE,     PANAMERA 2 SPORT TURISMO,129780,2020,37843,Petrol-electric hybrid,automatic,noirmetal,6,Professional,yes,51.0,340.0,,
49,BMW,     I8 ROADSTER,129740,2019,20267,Petrol-electric hybrid,automatic,gris,6,Professional,yes,55.0,,355.0,34.0
40,PORSCHE,     911 TYPE 991 CABRIOLET,129500,2014,58966,Petrol,automatic,noir,6,Professional,,,,,
60,FERRARI,     TESTAROSSA,125980,1993,44146,Petrol,mechanic,rougemetal,3,Professional,,,272.0,,
34,FORD,     MUSTANG COUPE,123160,1969,132776,Petrol,mechanic,vert,0,Professional,,,,,
60,PORSCHE,     PANAMERA 2 SPORT TURISMO,122940,2020,17013,Petrol-electric hybrid,automatic,bleu,12,Professional,yes,51.0,,382.0,
60,MASERATI,     QUATTROPORTE 6,121420,2021,177,Petrol,automatic,noirmetal,12,Professional,,,316.0,,
41,FORD,     FIESTA 6,12980,2020,37751,Petrol,mechanic,blanc,12,Professional,,,,,
60,PEUGEOT,     308 (2E GENERATION) SW,12980,2019,131704,Diesel,mechanic,grisplatinium,3,Professional,,,,,
10,DS,      3,12970,2018,61405,Petrol,mechanic,rougerubi(n)-toitnoironyx,12,Professional,,,,,
60,VOLKSWAGEN,     POLO 5,12970,2018,99994,Diesel,mechanic,gris,0,Professional,,,,,
4,FIAT,     500 L,12960,2019,35254,Petrol,mechanic,denimplavapastelna,12,Professional,,,,,
7,CITROEN,     C3 (3E GENERATION),12960,2019,63812,Petrol,mechanic,blancbanquise/toitrouge,12,Professional,,,,,
60,OPEL,     ADAM,12950,2019,32462,Petrol,mechanic,gris,0,Professional,,,,,
24,DS,      5,12940,2016,142131,Diesel,mechanic,blancnacre,3,Professional,,,,,
60,OPEL,     CORSA 5,12910,2020,25214,Petrol,mechanic,grissilver,12,Professional,,,,,
31,PEUGEOT,     208,12900,2015,123087,Petrol,automatic,gris,3,Professional,,,,,
16,RENAULT,     MEGANE 3,12900,2015,130171,Diesel,mechanic,gris,12,Professional,,,,,
14,FIAT,     500 (2E GENERATION),12900,2018,36776,Petrol,mechanic,rouge,12,Professional,,,,,
24,OPEL,     CORSA 5,12860,2020,21959,Petrol,mechanic,blanc,12,Professional,,,,,
55,OPEL,     CORSA 5,12850,2019,52066,Petrol,mechanic,noirmetal,12,Professional,,,66.0,,
60,PEUGEOT,     108,12850,2019,21891,Petrol,mechanic,rougescarlet,12,Professional,,,,,
60,SUBARU,     OUTBACK 3,12820,2013,165850,Diesel,mechanic,noirmetal,6,Professional,,,110.0,,
10,RENAULT,     CAPTUR,12820,2017,66768,Petrol,mechanic,beige,6,Professional,,,,,
27,NISSAN,     MICRA 5,12810,2019,23144,Petrol,mechanic,gris,12,Professional,,,,,
19,CITROEN,     C1 (2E GENERATION),12760,2020,12252,Petrol,mechanic,bleumã©tal,12,Professional,,,,,
17,BMW,     SERIE 1 F20 5 PORTES,12760,2015,168467,Diesel,mechanic,blanc,3,Professional,,,,,
57,FIAT,     500 (2E GENERATION),12750,2019,16028,Petrol,mechanic,colorispastelbossanovawhite,12,Professional,,,,,
20,FORD,     FOCUS 3 SW,12740,2018,115795,Diesel,mechanic,noir,3,Professional,,,,,
60,AUDI,     A3 (2E GENERATION) SPORTBACK,12740,2014,130832,Diesel,mechanic,blanc,6,Professional,,,,,
12,SKODA,     FABIA 3,12740,2018,27775,Petrol,mechanic,blanc,12,Professional,,,,,
60,DACIA,     LOGAN 2,12740,2018,61171,Petrol,mechanic,noir,12,Professional,,,,,
60,PEUGEOT,     208,12740,2020,44222,Petrol,mechanic,blancbanquise,12,Professional,,,,,
24,FORD,     FIESTA 6,12740,2020,25711,Petrol,mechanic,gris,12,Professional,,,,,
21,RENAULT,     CLIO 4,12740,2018,46036,Diesel,mechanic,platine,12,Professional,,,,,
40,FIAT,     TIPO 2 SW,12700,2018,93644,Diesel,automatic,noircinema,12,Professional,,,,,
32,RENAULT,     CLIO 4,12650,2019,47536,Petrol,mechanic,gris,6,Professional,,,,,
58,FIAT,     500 (2E GENERATION),12630,2019,32864,Petrol,mechanic,noir,12,Professional,,,,,
60,RENAULT,     CLIO 4,12630,2019,87524,Petrol,mechanic,grismetal,12,Professional,,,66.0,,
8,RENAULT,     GRAND SCENIC 3,12600,2017,124814,Diesel,mechanic,noir,6,Professional,,,,,
60,OPEL,     CORSA 5,12580,2018,103704,Diesel,mechanic,noir,12,Professional,,,,,
60,RENAULT,     CAPTUR,12530,2016,123726,Diesel,automatic,noirmetal,6,Professional,,,66.0,,
11,RENAULT,     CLIO 4,12530,2018,49020,Diesel,mechanic,blanc,12,Professional,,,,,
37,HYUNDAI,     IX35,12520,2012,138818,Diesel,mechanic,noir,3,Professional,,,,,
30,OPEL,     MOKKA,12520,2015,110009,Diesel,mechanic,blanc,6,Professional,,,,,
14,MINI,     COUNTRYMAN,12520,2014,183424,Diesel,mechanic,blancverni,3,Professional,,,105.0,,
23,PEUGEOT,     308 (2E GENERATION),12480,2016,122233,Diesel,mechanic,blanc,12,Professional,,,,,
44,MERCEDES,     SLK,12480,2004,83300,Petrol,mechanic,bleu,6,Professional,,,,,
21,OPEL,     MOKKA,12410,2016,143211,Diesel,mechanic,gris,12,Professional,,,,,
52,OPEL,     CORSA 5,12410,2019,71564,Diesel,mechanic,gris,12,Professional,,,,,
48,VOLKSWAGEN,     GOLF 6,12410,2010,107761,Diesel,mechanic,noir,6,Professional,,,,,
30,SKODA,     FABIA 3,12400,2019,39475,Petrol,mechanic,blanc,12,Professional,,,,,
45,FIAT,     500 (2E GENERATION),12370,2019,42329,Petrol,mechanic,noir,12,Professional,,,,,
